Date,device_SN,device_Model,device_Age,processor,cores,graphics,CPU_Utilization,Memory Utilization,diskIO Utilization,List Of Applications Running,Crashed Applications,IsApplicationCrashed
2/4/2024,000654JT551,Inspiron 5000,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Intel(R) UHD Graphics 630,60,70,100,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom"," Outlook, Games, Zoom",Y
2/4/2024,000654JT552,Vostro 3000,1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 630,85,55,35,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom"," Excel, Chrome, Outlook, Games, Zoom",Y
2/4/2024,000654JT553,ELITEBOOK G6,2,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 630,70,80,45,"Outlook, Zoom, Chrome, Teams, Edge, Intellij", Intellij,Y
2/4/2024,000654JT554,ELITEDESK 800 G5 DESKTOP MINI,2,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,45,95,90,"Outlook, VSCode, Chrome, spotify, Games, Excel"," Games, Excel",Y
2/4/2024,000654JT555,ELITEBOOK G7 NOTEBOOK PC,2,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) UHD Graphics 630,55,80,100,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom"," Outlook, Games, Zoom",Y
2/4/2024,000654JT556,Chromebook 14,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,55,45,80,"Outlook, Zoom, Chrome, Teams, Edge, Intellij"," Edge, Intellij",Y
2/4/2024,000654JT557,Chromebook 14,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,45,50,10,"Chrome, Media Player, Image Editor, Teams",Null,N
2/4/2024,000654JT558,Chromebook 14,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) UHD Graphics 630,35,55,55,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Null,N
2/4/2024,000654JT559,PRODESK 400 G7,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,30,50,45,"Outlook, spotify, Games, Excel",Null,N
2/4/2024,000654JT560,Inspiron 5000,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,AMD Radeon(TM) R5 Graphics,30,10,10,"Teams, Games, Python",Null,N
2/4/2024,000654JT561,ELITEBOOK X360 1030 G3,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,AMD Radeon(TM) R5 Graphics,100,70,55,"Outlook, VSCode, Chrome, spotify, Games, Excel"," Chrome, spotify, Games, Excel",Y
2/4/2024,000654JT562,ELITEBOOK G6,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,80,60,30,"Outlook, Image Editor, Chrome, Teams, Games, Python","Games, Python",Y
2/4/2024,000654JT563,ELITEBOOK X360 1030 G3,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) HD Graphics 4600,45,60,85,"Outlook, Python, Chrome, Teams, Games, Intellij","Games, Intellij",Y
2/4/2024,000654JT564,PRODESK 400 G7,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,55,20,85,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Edge, Intellij",Y
2/4/2024,000654JT565,PRODESK 600 G5 SFF,3,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,20,85,10,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij"," Teams, Spotify, Intellij",Y
2/4/2024,000654JT566,Chromebook 14,2,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,45,95,90,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij"," Teams, Spotify, Intellij",Y
2/4/2024,000654JT567,ELITEBOOK G7 NOTEBOOK PC,4,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 630,95,70,80,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
2/4/2024,000654JT568,200 G3 AIO,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,95,30,100,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij"," Spotify, Intellij",Y
2/4/2024,000654JT569,Chromebook 14,4,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) UHD Graphics 630,10,100,10,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games, Python",Y
2/4/2024,000654JT570,PRODESK 400 G4 DM (TAA),2,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Intel(R) UHD Graphics 630,50,50,35,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Null,N
2/4/2024,000654JT571,200 G3 AIO,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,20,20,90,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij", Intellij,Y
2/4/2024,000654JT572,ELITEBOOK G6,1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,20,55,55,"Outlook, Python, Chrome, Teams",Null,N
2/4/2024,000654JT573,ELITEBOOK G7 NOTEBOOK PC,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 620,45,50,80,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
2/4/2024,000654JT574,PRODESK 400 G4 DM (TAA),3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,AMD Radeon(TM) R5 Graphics,90,70,95,"Outlook, VSCode, Chrome, spotify, Games, Excel","VSCode, Chrome",Y
2/4/2024,000654JT575,ELITEBOOK G7 NOTEBOOK PC,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,85,30,90,"Outlook, Python, Chrome, Teams, Games, Intellij","Games, Intellij",Y
2/4/2024,000654JT576,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 620,10,50,75,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Edge, Intellij",Y
2/4/2024,000654JT577,PRODESK 400 G7,2,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,35,85,20,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
2/4/2024,000654JT578,ELITEDESK 800 G5 DESKTOP MINI,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,4,Intel(R) UHD Graphics 630,45,90,60,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij", Intellij,Y
2/4/2024,000654JT579,ELITEDESK 800 G6 DESKTOP MINI PC,3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 630,55,60,95,"Outlook, Python, Chrome, Teams, Games, Intellij","Games, Intellij",Y
2/4/2024,000654JT580,Inspiron 5000,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 620,35,20,10,"Powerpoint, Excel, Chrome",Null,N
2/4/2024,000654JT581,Vostro 3000,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) UHD Graphics 630,50,75,80,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
2/4/2024,000654JT582,PRODESK 400 G7,4,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,50,70,55,"Outlook, Image Editor, Chrome",Null,N
2/4/2024,000654JT583,ELITEDESK 800 G5 DESKTOP MINI,2,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,Intel(R) UHD Graphics 620,90,70,45,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
2/4/2024,000654JT584,ELITEDESK 800 G5 DESKTOP MINI,3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,45,55,70,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
2/4/2024,000654JT585,Chromebook 14,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,4,AMD Radeon(TM) R5 Graphics,50,60,60,"Outlook, Image Editor, Chrome, Teams",Null,N
2/4/2024,000654JT586,PRODESK 400 G4 DM (TAA),1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,55,85,20,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij", Intellij,Y
2/4/2024,000654JT587,200 G3 AIO,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,60,80,80,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome",Y
2/4/2024,000654JT588,Vostro 3000,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,90,70,95,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Outlook, Games",Y
2/4/2024,000654JT589,ELITEBOOK G6,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,20,85,55,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Edge, Intellij",Y
2/4/2024,000654JT590,ELITEBOOK G7 NOTEBOOK PC,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,AMD Radeon(TM) R5 Graphics,10,90,90,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Outlook, Games",Y
2/4/2024,000654JT591,PRODESK 400 G7,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,10,90,10,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
2/4/2024,000654JT592,PRODESK 600 G5 SFF,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Intel(R) UHD Graphics 630,30,75,90,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Spotify, Intellij",Y
2/4/2024,000654JT593,Chromebook 14,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,55,70,85,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge, Intellij",Y
2/4/2024,000654JT594,Vostro 3000,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,85,95,100,"Outlook, VSCode, Chrome, spotify, Games, Excel"," Games, Excel",Y
2/4/2024,000654JT595,ELITEDESK 800 G5 DESKTOP MINI,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 620,10,95,60,"Outlook, Zoom, Chrome, Teams, Edge, Intellij"," Edge, Intellij",Y
2/4/2024,000654JT596,PRODESK 600 G5 SFF,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",8,Intel(R) UHD Graphics 630,80,85,50,"Chrome, Media Player, Image Editor, Teams"," Image Editor, Teams",Y
2/4/2024,000654JT597,Vostro 3000,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 630,45,80,35,"Outlook, VSCode, Chrome, spotify, Games, Excel", Excel,Y
2/4/2024,000654JT598,ELITEDESK 800 G6 DESKTOP MINI PC,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,55,85,90,"Outlook, Zoom, Chrome, Teams, Edge, Intellij", Intellij,Y
2/4/2024,000654JT599,ELITEBOOK G6,4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) UHD Graphics 630,70,50,55,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Chrome,Edge",Y
2/4/2024,000654JT600,ELITEBOOK G6,3,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Intel(R) UHD Graphics 630,80,70,20,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Chrome, Teams, Games,",Y
2/4/2024,000654JT601,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,95,35,50,"Outlook, Python, Chrome, Teams, Games, Intellij","Outlook, Intellij",Y
2/4/2024,000654JT602,Inspiron 5000,4,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) UHD Graphics 630,90,75,75,"Outlook, Python, Chrome, Teams, Games, Intellij","Outlook, Intellij",Y
2/4/2024,000654JT603,OPTIPLEX 7040,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Intel(R) UHD Graphics 620,100,35,60,"Outlook, VSCode, Chrome, spotify, Games, Excel","VSCode, Chrome",Y
2/4/2024,000654JT604,ELITEDESK 800 G6 DESKTOP MINI PC,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,35,10,45,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge, Intellij",Y
2/4/2024,000654JT605,ELITEDESK 800 G6 DESKTOP MINI PC,4,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,45,75,20,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
2/4/2024,000654JT606,ELITEDESK 800 G6 DESKTOP MINI PC,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,55,20,90,"Outlook, Python, Chrome, Teams, Games, Intellij","Games, Intellij",Y
2/4/2024,000654JT607,ELITEDESK 800 G6 DESKTOP MINI PC,2,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,45,85,45,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Teams, Games,",Y
2/4/2024,000654JT608,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,60,50,45,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Chrome, Outlook, Games",Y
2/4/2024,000654JT609,Chromebook 14,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 620,100,20,60,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Python",Y
2/4/2024,000654JT610,ELITEBOOK G7 NOTEBOOK PC,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) UHD Graphics 630,70,100,95,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom"," Chrome, Outlook, Games",Y
2/4/2024,000654JT611,ELITEBOOK G7 NOTEBOOK PC,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,85,45,100,"Outlook, VSCode, Chrome, spotify, Games, Excel","Outlook, VSCode, Chrome",Y
2/4/2024,000654JT612,PRODESK 400 G7,3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Intel(R) HD Graphics 4600,60,30,75,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Edge",Y
2/4/2024,000654JT613,ELITEDESK 800 G5 DESKTOP MINI,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",8,Intel(R) UHD Graphics 630,85,45,70,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Outlook,Y
2/4/2024,000654JT614,200 G3 AIO,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,75,90,85,"Chrome, Media Player, Image Editor, Teams","Outlook, Image Editor, Chrome",Y
2/4/2024,000654JT615,ELITEDESK 800 G5 DESKTOP MINI,3,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) UHD Graphics 630,100,35,55,"Outlook, VSCode, Chrome, spotify, Games, Excel","Outlook, Python, Intellij",Y
2/4/2024,000654JT616,200 G3 AIO,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,45,55,55,"Outlook, VSCode, Chrome, spotify, Games, Excel","Google Drive, Chrome, Intellij",Y
2/4/2024,000654JT617,ELITEBOOK X360 1030 G3,4,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 630,20,60,95,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Chrome, Teams, Games,",Y
2/4/2024,000654JT618,Chromebook 14,4,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) UHD Graphics 630,85,20,90,"Chrome, Media Player, Image Editor, Teams","Outlook, VSCode, Excel",Y
2/4/2024,000654JT619,200 G3 AIO,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 630,30,55,55,"Chrome, Media Player, Image Editor, Teams","Intellij, Games",Y
2/4/2024,000654JT620,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,4,Intel(R) UHD Graphics 630,85,80,75,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Powerpoint, Excel, Zoom",Y
2/4/2024,000654JT621,Chromebook 14,3,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,4,Intel(R) UHD Graphics 630,95,35,60,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Intellij,Y
2/4/2024,000654JT622,ELITEBOOK G6,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) UHD Graphics 630,20,10,60,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Null,N
2/4/2024,000654JT623,OPTIPLEX 7040,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,AMD Radeon(TM) R5 Graphics,95,35,75,"Outlook, VSCode, Chrome, spotify, Games, Excel","Teams, Games, Python",Y
2/4/2024,000654JT624,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,50,55,30,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Edge",Y
2/4/2024,000654JT625,PRODESK 400 G4 DM (TAA),4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,75,75,10,"Outlook, Image Editor, Chrome, Teams, Games, Python","Outlook, VSCode, Excel",Y
2/4/2024,000654JT626,OPTIPLEX 7040,1,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Intel(R) HD Graphics 4600,70,20,75,"Outlook, Python, Chrome, Teams, Games, Intellij","Outlook, Image Editor, Chrome",Y
2/4/2024,000654JT627,PRODESK 600 G5 SFF,4,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Intel(R) UHD Graphics 630,70,55,10,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
2/4/2024,000654JT628,ELITEDESK 800 G5 DESKTOP MINI,3,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,AMD Radeon(TM) R5 Graphics,45,95,35,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Outlook,Y
2/4/2024,000654JT629,ELITEBOOK X360 1030 G3,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) HD Graphics 4600,30,55,60,"Outlook, Python, Chrome, Teams, Games, Intellij","Intellij, Games",Y
2/4/2024,000654JT630,PRODESK 400 G7,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,4,Intel(R) UHD Graphics 630,60,50,30,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Teams, Spotify",Y
2/4/2024,000654JT631,200 G3 AIO,2,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,95,70,75,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome, Intellij",Y
2/4/2024,000654JT632,PRODESK 400 G7,3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,80,95,90,"Outlook, Image Editor, Chrome, Teams, Games, Python",Outlook,Y
2/4/2024,000654JT633,Vostro 3000,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 620,60,35,20,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Null,N
2/4/2024,000654JT634,PRODESK 400 G7,3,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,85,100,20,"Outlook, Zoom, Chrome, Teams, Edge, Intellij, Media Player, Image Editor","Media Player, Image Editor",Y
2/4/2024,000654JT635,ELITEBOOK G6,4,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Intel(R) UHD Graphics 630,85,70,85,"Outlook, VSCode, Chrome, spotify, Games, Excel"," Games, Excel",Y
2/4/2024,000654JT636,PRODESK 600 G5 SFF,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,80,100,35,"Powerpoint, Excel, Google Drive, Chrome, Intellij, Outlook, Games, Zoom","Google Drive, Chrome, Intellij",Y
2/4/2024,000654JT637,PRODESK 400 G4 DM (TAA),2,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,35,50,90,"Outlook, VSCode, Chrome, spotify, Games, Excel","VSCode, Chrome",Y
2/4/2024,000654JT638,Chromebook 14,4,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,60,55,100,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom, Teams","Chrome, Teams, Games,",Y
2/4/2024,000654JT639,Vostro 3000,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,AMD Radeon(TM) R5 Graphics,35,55,30,"Outlook, Image Editor, Chrome, Teams, Games, Python",Null,N
2/4/2024,000654JT640,Inspiron 5000,1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Intel(R) UHD Graphics 620,10,45,70,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Null,N
2/4/2024,000654JT641,200 G3 AIO,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,Intel(R) UHD Graphics 630,35,90,45,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Teams,Y
2/4/2024,000654JT642,ELITEBOOK G6,4,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Intel(R) HD Graphics 4600,45,100,30,"Chrome, Media Player, Image Editor, Teams, Powerpoint, Excel, Zoom","Powerpoint, Excel, Zoom",Y
2/4/2024,000654JT643,PRODESK 400 G7,2,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,30,80,85,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Powerpoint, Excel",Y
2/4/2024,000654JT644,ELITEBOOK G7 NOTEBOOK PC,3,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,Intel(R) HD Graphics 4600,50,70,50,"Outlook, Image Editor, Chrome, Teams, Games, Python",Null,N
2/4/2024,000654JT645,PRODESK 400 G7,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,AMD Radeon(TM) R5 Graphics,10,55,100,"Outlook, Zoom, Chrome, Teams, Edge, Intellij , Media Player, Image Editor","Media Player, Image Editor",Y
2/4/2024,000654JT646,PRODESK 400 G4 DM (TAA),3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,50,50,60,"Chrome, Media Player, Image Editor, Teams",Null,N
2/4/2024,000654JT647,ELITEBOOK G7 NOTEBOOK PC,3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,AMD Radeon(TM) R5 Graphics,20,30,95,"Chrome, Media Player, Image Editor, Teams","Teams, Chrome",Y
2/4/2024,000654JT648,PRODESK 600 G5 SFF,2,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,AMD Radeon(TM) R5 Graphics,90,20,55,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Intellij",Y
2/4/2024,000654JT649,200 G3 AIO,4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Intel(R) HD Graphics 4600,60,75,80,"Outlook, VSCode, Chrome, spotify, Games, Excel",Excel,Y
2/4/2024,000654JT650,ELITEDESK 800 G5 DESKTOP MINI,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Intel(R) UHD Graphics 630,75,100,45,"Outlook, Zoom, VSCode, Chrome, Teams, Edge, Intellij","VSCode, Chrome",Y
2/4/2024,000654JT651,PRODESK 600 G5 SFF,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,100,100,90,"Outlook, Image Editor, Chrome, Teams, Games, Python","Outlook,  Image Editor, Chrome, Teams, Games",Y
2/4/2024,000654JT652,ELITEDESK 800 G6 DESKTOP MINI PC,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 620,90,95,50,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games, Python",Y
2/4/2024,000654JT653,PRODESK 400 G4 DM (TAA),2,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,20,55,75,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
2/4/2024,000654JT654,OPTIPLEX 7040,3,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,85,30,35,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom", Chrome,Y
2/4/2024,000654JT655,Vostro 3000,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 630,75,20,80,"Outlook, Python, Chrome, Teams, Games, Intellij",Intellij,Y
2/4/2024,000654JT656,ELITEBOOK G7 NOTEBOOK PC,4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,80,100,100,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Edge, Intellij",Y
2/4/2024,000654JT657,OPTIPLEX 7040,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,20,30,60,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Null,N
2/4/2024,000654JT658,200 G3 AIO,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,4,Intel(R) UHD Graphics 630,55,50,30,"Edge, Teams, Spotify, Intellij",Null,N
